Unnamed: 0,Timestep,Lon,Lat,MSW,ECP,Timestamp
56,56,86.83,23.23,30.0,988.0,2023-08-02 04:00:00
57,57,86.7,23.25,30.0,988.0,2023-08-02 04:30:00
58,58,86.57,23.27,30.0,988.0,2023-08-02 05:00:00
59,59,86.43,23.28,30.0,988.0,2023-08-02 05:30:00
60,60,86.3,23.3,30.0,988.0,2023-08-02 06:00:00
61,61,86.2,23.3,29.58,988.17,2023-08-02 06:30:00
62,62,86.1,23.3,29.17,988.33,2023-08-02 07:00:00
63,63,86.0,23.3,28.75,988.5,2023-08-02 07:30:00
64,64,85.9,23.3,28.33,988.67,2023-08-02 08:00:00
65,65,85.8,23.3,27.92,988.83,2023-08-02 08:30:00
66,66,85.7,23.3,27.5,989.0,2023-08-02 09:00:00
67,67,85.6,23.3,27.08,989.17,2023-08-02 09:30:00
68,68,85.5,23.3,26.67,989.33,2023-08-02 10:00:00
69,69,85.4,23.3,26.25,989.5,2023-08-02 10:30:00
70,70,85.3,23.3,25.83,989.67,2023-08-02 11:00:00
71,71,85.2,23.3,25.42,989.83,2023-08-02 11:30:00
72,72,85.1,23.3,25.0,990.0,2023-08-02 12:00:00
73,73,85.02,23.3,25.0,990.0,2023-08-02 12:30:00
74,74,84.93,23.3,25.0,990.0,2023-08-02 13:00:00
75,75,84.85,23.3,25.0,990.0,2023-08-02 13:30:00
76,76,84.77,23.3,25.0,990.0,2023-08-02 14:00:00
77,77,84.68,23.3,25.0,990.0,2023-08-02 14:30:00
78,78,84.6,23.3,25.0,990.0,2023-08-02 15:00:00
79,79,84.52,23.3,25.0,990.0,2023-08-02 15:30:00
80,80,84.43,23.3,25.0,990.0,2023-08-02 16:00:00
81,81,84.35,23.3,25.0,990.0,2023-08-02 16:30:00
82,82,84.27,23.3,25.0,990.0,2023-08-02 17:00:00
83,83,84.18,23.3,25.0,990.0,2023-08-02 17:30:00
84,84,84.1,23.3,25.0,990.0,2023-08-02 18:00:00
85,85,84.04,23.31,25.0,990.0,2023-08-02 18:30:00
86,86,83.98,23.32,25.0,990.0,2023-08-02 19:00:00
87,87,83.92,23.32,25.0,990.0,2023-08-02 19:30:00
88,88,83.87,23.33,25.0,990.0,2023-08-02 20:00:00
89,89,83.81,23.34,25.0,990.0,2023-08-02 20:30:00
90,90,83.75,23.35,25.0,990.0,2023-08-02 21:00:00
91,91,83.69,23.36,25.0,990.0,2023-08-02 21:30:00
92,92,83.63,23.37,25.0,990.0,2023-08-02 22:00:00
93,93,83.58,23.38,25.0,990.0,2023-08-02 22:30:00
94,94,83.52,23.38,25.0,990.0,2023-08-02 23:00:00
95,95,83.46,23.39,25.0,990.0,2023-08-02 23:30:00
96,96,83.4,23.4,25.0,990.0,2023-08-03 00:00:00
97,97,83.35,23.42,24.17,990.33,2023-08-03 00:30:00
98,98,83.3,23.43,23.33,990.67,2023-08-03 01:00:00
99,99,83.25,23.45,22.5,991.0,2023-08-03 01:30:00
100,100,83.2,23.47,21.67,991.33,2023-08-03 02:00:00
101,101,83.15,23.48,20.83,991.67,2023-08-03 02:30:00
102,102,83.1,23.5,20.0,992.0,2023-08-03 03:00:00
103,103,83.1,23.5,20.0,992.0,2023-08-03 03:30:00
104,104,83.1,23.5,20.0,992.0,2023-08-03 04:00:00
105,105,83.1,23.5,20.0,992.0,2023-08-03 04:30:00
106,106,83.1,23.5,20.0,992.0,2023-08-03 05:00:00
107,107,83.1,23.5,20.0,992.0,2023-08-03 05:30:00
108,108,83.1,23.5,20.0,992.0,2023-08-03 06:00:00
