Unnamed: 0,Timestep,Lon,Lat,MSW,ECP,Timestamp
102,102,89.5,21.2,40.0,998.0,2023-11-17 06:00:00
103,103,89.58,21.3,40.0,998.0,2023-11-17 06:30:00
104,104,89.67,21.4,40.0,998.0,2023-11-17 07:00:00
105,105,89.75,21.5,40.0,998.0,2023-11-17 07:30:00
106,106,89.83,21.6,40.0,998.0,2023-11-17 08:00:00
107,107,89.92,21.7,40.0,998.0,2023-11-17 08:30:00
108,108,90.0,21.8,40.0,998.0,2023-11-17 09:00:00
109,109,90.13,21.97,39.17,998.33,2023-11-17 09:30:00
110,110,90.27,22.13,38.33,998.67,2023-11-17 10:00:00
111,111,90.4,22.3,37.5,999.0,2023-11-17 10:30:00
112,112,90.53,22.47,36.67,999.33,2023-11-17 11:00:00
113,113,90.67,22.63,35.83,999.67,2023-11-17 11:30:00
114,114,90.8,22.8,35.0,1000.0,2023-11-17 12:00:00
115,115,90.85,22.85,35.0,1001.0,2023-11-17 12:30:00
116,116,90.9,22.9,35.0,1002.0,2023-11-17 13:00:00
117,117,90.95,22.95,35.0,1003.0,2023-11-17 13:30:00
118,118,91.0,23.0,35.0,1004.0,2023-11-17 14:00:00
119,119,91.05,23.05,35.0,1005.0,2023-11-17 14:30:00
120,120,91.1,23.1,35.0,1006.0,2023-11-17 15:00:00
121,121,91.13,23.13,34.17,1006.67,2023-11-17 15:30:00
122,122,91.17,23.17,33.33,1007.33,2023-11-17 16:00:00
123,123,91.2,23.2,32.5,1008.0,2023-11-17 16:30:00
124,124,91.23,23.23,31.67,1008.67,2023-11-17 17:00:00
125,125,91.27,23.27,30.83,1009.33,2023-11-17 17:30:00
126,126,91.3,23.3,30.0,1010.0,2023-11-17 18:00:00
127,127,91.33,23.33,29.17,1010.0,2023-11-17 18:30:00
128,128,91.37,23.37,28.33,1010.0,2023-11-17 19:00:00
129,129,91.4,23.4,27.5,1010.0,2023-11-17 19:30:00
130,130,91.43,23.43,26.67,1010.0,2023-11-17 20:00:00
131,131,91.47,23.47,25.83,1010.0,2023-11-17 20:30:00
132,132,91.5,23.5,25.0,1010.0,2023-11-17 21:00:00
133,133,91.53,23.53,24.17,1010.0,2023-11-17 21:30:00
134,134,91.57,23.57,23.33,1010.0,2023-11-17 22:00:00
135,135,91.6,23.6,22.5,1010.0,2023-11-17 22:30:00
136,136,91.63,23.63,21.67,1010.0,2023-11-17 23:00:00
137,137,91.67,23.67,20.83,1010.0,2023-11-17 23:30:00
138,138,91.7,23.7,20.0,1010.0,2023-11-18 00:00:00
