Unnamed: 0,Timestep,Lon,Lat,MSW,ECP,Timestamp
55,55,83.87,8.6,25.0,1004.0,2023-01-31 06:30:00
56,56,83.83,8.6,25.0,1004.0,2023-01-31 07:00:00
57,57,83.8,8.6,25.0,1004.0,2023-01-31 07:30:00
58,58,83.77,8.6,25.0,1004.0,2023-01-31 08:00:00
59,59,83.73,8.6,25.0,1004.0,2023-01-31 08:30:00
60,60,83.7,8.6,25.0,1004.0,2023-01-31 09:00:00
61,61,83.67,8.6,25.0,1004.0,2023-01-31 09:30:00
62,62,83.63,8.6,25.0,1004.0,2023-01-31 10:00:00
63,63,83.6,8.6,25.0,1004.0,2023-01-31 10:30:00
64,64,83.57,8.6,25.0,1004.0,2023-01-31 11:00:00
65,65,83.53,8.6,25.0,1004.0,2023-01-31 11:30:00
66,66,83.5,8.6,25.0,1004.0,2023-01-31 12:00:00
67,67,83.45,8.57,25.0,1004.0,2023-01-31 12:30:00
68,68,83.4,8.55,25.0,1004.0,2023-01-31 13:00:00
69,69,83.35,8.52,25.0,1004.0,2023-01-31 13:30:00
70,70,83.3,8.5,25.0,1004.0,2023-01-31 14:00:00
71,71,83.25,8.48,25.0,1004.0,2023-01-31 14:30:00
72,72,83.2,8.45,25.0,1004.0,2023-01-31 15:00:00
73,73,83.15,8.43,25.0,1004.0,2023-01-31 15:30:00
74,74,83.1,8.4,25.0,1004.0,2023-01-31 16:00:00
75,75,83.05,8.38,25.0,1004.0,2023-01-31 16:30:00
76,76,83.0,8.35,25.0,1004.0,2023-01-31 17:00:00
77,77,82.95,8.33,25.0,1004.0,2023-01-31 17:30:00
78,78,82.9,8.3,25.0,1004.0,2023-01-31 18:00:00
79,79,82.88,8.29,25.0,1004.0,2023-01-31 18:30:00
80,80,82.87,8.28,25.0,1004.0,2023-01-31 19:00:00
81,81,82.85,8.28,25.0,1004.0,2023-01-31 19:30:00
82,82,82.83,8.27,25.0,1004.0,2023-01-31 20:00:00
83,83,82.82,8.26,25.0,1004.0,2023-01-31 20:30:00
84,84,82.8,8.25,25.0,1004.0,2023-01-31 21:00:00
85,85,82.78,8.24,25.0,1004.0,2023-01-31 21:30:00
86,86,82.77,8.23,25.0,1004.0,2023-01-31 22:00:00
87,87,82.75,8.22,25.0,1004.0,2023-01-31 22:30:00
88,88,82.73,8.22,25.0,1004.0,2023-01-31 23:00:00
89,89,82.72,8.21,25.0,1004.0,2023-01-31 23:30:00
90,90,82.7,8.2,25.0,1004.0,2023-02-01 00:00:00
91,91,82.67,8.2,25.0,1004.0,2023-02-01 00:30:00
92,92,82.63,8.2,25.0,1004.0,2023-02-01 01:00:00
93,93,82.6,8.2,25.0,1004.0,2023-02-01 01:30:00
94,94,82.57,8.2,25.0,1004.0,2023-02-01 02:00:00
95,95,82.53,8.2,25.0,1004.0,2023-02-01 02:30:00
96,96,82.5,8.2,25.0,1004.0,2023-02-01 03:00:00
97,97,82.5,8.2,25.0,1004.0,2023-02-01 03:30:00
98,98,82.5,8.2,25.0,1004.0,2023-02-01 04:00:00
99,99,82.5,8.2,25.0,1004.0,2023-02-01 04:30:00
100,100,82.5,8.2,25.0,1004.0,2023-02-01 05:00:00
101,101,82.5,8.2,25.0,1004.0,2023-02-01 05:30:00
102,102,82.5,8.2,25.0,1004.0,2023-02-01 06:00:00
103,103,82.48,8.2,25.0,1004.0,2023-02-01 06:30:00
104,104,82.47,8.2,25.0,1004.0,2023-02-01 07:00:00
105,105,82.45,8.2,25.0,1004.0,2023-02-01 07:30:00
106,106,82.43,8.2,25.0,1004.0,2023-02-01 08:00:00
107,107,82.42,8.2,25.0,1004.0,2023-02-01 08:30:00
108,108,82.4,8.2,25.0,1004.0,2023-02-01 09:00:00
109,109,82.38,8.2,25.0,1004.0,2023-02-01 09:30:00
110,110,82.37,8.2,25.0,1004.0,2023-02-01 10:00:00
111,111,82.35,8.2,25.0,1004.0,2023-02-01 10:30:00
112,112,82.33,8.2,25.0,1004.0,2023-02-01 11:00:00
113,113,82.32,8.2,25.0,1004.0,2023-02-01 11:30:00
114,114,82.3,8.2,25.0,1004.0,2023-02-01 12:00:00
115,115,82.28,8.19,25.0,1004.0,2023-02-01 12:30:00
116,116,82.27,8.18,25.0,1004.0,2023-02-01 13:00:00
117,117,82.25,8.17,25.0,1004.0,2023-02-01 13:30:00
118,118,82.23,8.17,25.0,1004.0,2023-02-01 14:00:00
119,119,82.22,8.16,25.0,1004.0,2023-02-01 14:30:00
120,120,82.2,8.15,25.0,1004.0,2023-02-01 15:00:00
121,121,82.18,8.14,25.0,1004.0,2023-02-01 15:30:00
122,122,82.17,8.13,25.0,1004.0,2023-02-01 16:00:00
123,123,82.15,8.12,25.0,1004.0,2023-02-01 16:30:00
124,124,82.13,8.12,25.0,1004.0,2023-02-01 17:00:00
125,125,82.12,8.11,25.0,1004.0,2023-02-01 17:30:00
126,126,82.1,8.1,25.0,1004.0,2023-02-01 18:00:00
127,127,82.04,8.06,25.0,1004.0,2023-02-01 18:30:00
128,128,81.98,8.02,25.0,1004.0,2023-02-01 19:00:00
129,129,81.92,7.98,25.0,1004.0,2023-02-01 19:30:00
130,130,81.87,7.93,25.0,1004.0,2023-02-01 20:00:00
131,131,81.81,7.89,25.0,1004.0,2023-02-01 20:30:00
132,132,81.75,7.85,25.0,1004.0,2023-02-01 21:00:00
133,133,81.69,7.81,25.0,1004.0,2023-02-01 21:30:00
134,134,81.63,7.77,25.0,1004.0,2023-02-01 22:00:00
135,135,81.58,7.72,25.0,1004.0,2023-02-01 22:30:00
136,136,81.52,7.68,25.0,1004.0,2023-02-01 23:00:00
137,137,81.46,7.64,25.0,1004.0,2023-02-01 23:30:00
138,138,81.4,7.6,25.0,1004.0,2023-02-02 00:00:00
139,139,81.35,7.53,24.17,1004.0,2023-02-02 00:30:00
140,140,81.3,7.47,23.33,1004.0,2023-02-02 01:00:00
141,141,81.25,7.4,22.5,1004.0,2023-02-02 01:30:00
142,142,81.2,7.33,21.67,1004.0,2023-02-02 02:00:00
143,143,81.15,7.27,20.83,1004.0,2023-02-02 02:30:00
144,144,81.1,7.2,20.0,1004.0,2023-02-02 03:00:00
145,145,81.05,7.13,20.0,1004.33,2023-02-02 03:30:00
146,146,81.0,7.07,20.0,1004.67,2023-02-02 04:00:00
147,147,80.95,7.0,20.0,1005.0,2023-02-02 04:30:00
148,148,80.9,6.93,20.0,1005.33,2023-02-02 05:00:00
149,149,80.85,6.87,20.0,1005.67,2023-02-02 05:30:00
150,150,80.8,6.8,20.0,1006.0,2023-02-02 06:00:00
151,151,80.76,6.76,20.0,1006.0,2023-02-02 06:30:00
152,152,80.72,6.72,20.0,1006.0,2023-02-02 07:00:00
153,153,80.68,6.68,20.0,1006.0,2023-02-02 07:30:00
154,154,80.63,6.63,20.0,1006.0,2023-02-02 08:00:00
155,155,80.59,6.59,20.0,1006.0,2023-02-02 08:30:00
156,156,80.55,6.55,20.0,1006.0,2023-02-02 09:00:00
157,157,80.51,6.51,20.0,1006.0,2023-02-02 09:30:00
158,158,80.47,6.47,20.0,1006.0,2023-02-02 10:00:00
159,159,80.42,6.42,20.0,1006.0,2023-02-02 10:30:00
160,160,80.38,6.38,20.0,1006.0,2023-02-02 11:00:00
161,161,80.34,6.34,20.0,1006.0,2023-02-02 11:30:00
162,162,80.3,6.3,20.0,1006.0,2023-02-02 12:00:00
