Unnamed: 0,Timestep,Lon,Lat,MSW,ECP,Timestamp
64,64,88.17,10.93,31.67,997.67,2023-05-10 20:00:00
65,65,88.16,10.97,32.08,997.58,2023-05-10 20:30:00
66,66,88.15,11.0,32.5,997.5,2023-05-10 21:00:00
67,67,88.14,11.03,32.92,997.42,2023-05-10 21:30:00
68,68,88.13,11.07,33.33,997.33,2023-05-10 22:00:00
69,69,88.12,11.1,33.75,997.25,2023-05-10 22:30:00
70,70,88.12,11.13,34.17,997.17,2023-05-10 23:00:00
71,71,88.11,11.17,34.58,997.08,2023-05-10 23:30:00
72,72,88.1,11.2,35.0,997.0,2023-05-11 00:00:00
73,73,88.08,11.23,35.0,996.83,2023-05-11 00:30:00
74,74,88.07,11.27,35.0,996.67,2023-05-11 01:00:00
75,75,88.05,11.3,35.0,996.5,2023-05-11 01:30:00
76,76,88.03,11.33,35.0,996.33,2023-05-11 02:00:00
77,77,88.02,11.37,35.0,996.17,2023-05-11 02:30:00
78,78,88.0,11.4,35.0,996.0,2023-05-11 03:00:00
79,79,88.0,11.43,36.67,996.0,2023-05-11 03:30:00
80,80,88.0,11.47,38.33,996.0,2023-05-11 04:00:00
81,81,88.0,11.5,40.0,996.0,2023-05-11 04:30:00
82,82,88.0,11.53,41.67,996.0,2023-05-11 05:00:00
83,83,88.0,11.57,43.33,996.0,2023-05-11 05:30:00
84,84,88.0,11.6,45.0,996.0,2023-05-11 06:00:00
85,85,88.0,11.63,45.0,996.0,2023-05-11 06:30:00
86,86,88.0,11.67,45.0,996.0,2023-05-11 07:00:00
87,87,88.0,11.7,45.0,996.0,2023-05-11 07:30:00
88,88,88.0,11.73,45.0,996.0,2023-05-11 08:00:00
89,89,88.0,11.77,45.0,996.0,2023-05-11 08:30:00
90,90,88.0,11.8,45.0,996.0,2023-05-11 09:00:00
91,91,88.0,11.88,45.83,995.67,2023-05-11 09:30:00
92,92,88.0,11.97,46.67,995.33,2023-05-11 10:00:00
93,93,88.0,12.05,47.5,995.0,2023-05-11 10:30:00
94,94,88.0,12.13,48.33,994.67,2023-05-11 11:00:00
95,95,88.0,12.22,49.17,994.33,2023-05-11 11:30:00
96,96,88.0,12.3,50.0,994.0,2023-05-11 12:00:00
97,97,88.02,12.33,50.0,993.67,2023-05-11 12:30:00
98,98,88.03,12.37,50.0,993.33,2023-05-11 13:00:00
99,99,88.05,12.4,50.0,993.0,2023-05-11 13:30:00
100,100,88.07,12.43,50.0,992.67,2023-05-11 14:00:00
101,101,88.08,12.47,50.0,992.33,2023-05-11 14:30:00
102,102,88.1,12.5,50.0,992.0,2023-05-11 15:00:00
103,103,88.1,12.53,50.0,992.0,2023-05-11 15:30:00
104,104,88.1,12.57,50.0,992.0,2023-05-11 16:00:00
105,105,88.1,12.6,50.0,992.0,2023-05-11 16:30:00
106,106,88.1,12.63,50.0,992.0,2023-05-11 17:00:00
107,107,88.1,12.67,50.0,992.0,2023-05-11 17:30:00
108,108,88.1,12.7,50.0,992.0,2023-05-11 18:00:00
109,109,88.1,12.73,51.67,991.0,2023-05-11 18:30:00
110,110,88.1,12.77,53.33,990.0,2023-05-11 19:00:00
111,111,88.1,12.8,55.0,989.0,2023-05-11 19:30:00
112,112,88.1,12.83,56.67,988.0,2023-05-11 20:00:00
113,113,88.1,12.87,58.33,987.0,2023-05-11 20:30:00
114,114,88.1,12.9,60.0,986.0,2023-05-11 21:00:00
115,115,88.1,12.95,60.83,985.33,2023-05-11 21:30:00
116,116,88.1,13.0,61.67,984.67,2023-05-11 22:00:00
117,117,88.1,13.05,62.5,984.0,2023-05-11 22:30:00
118,118,88.1,13.1,63.33,983.33,2023-05-11 23:00:00
119,119,88.1,13.15,64.17,982.67,2023-05-11 23:30:00
120,120,88.1,13.2,65.0,982.0,2023-05-12 00:00:00
121,121,88.12,13.27,65.0,982.0,2023-05-12 00:30:00
122,122,88.13,13.33,65.0,982.0,2023-05-12 01:00:00
123,123,88.15,13.4,65.0,982.0,2023-05-12 01:30:00
124,124,88.17,13.47,65.0,982.0,2023-05-12 02:00:00
125,125,88.18,13.53,65.0,982.0,2023-05-12 02:30:00
126,126,88.2,13.6,65.0,982.0,2023-05-12 03:00:00
127,127,88.22,13.67,66.67,980.67,2023-05-12 03:30:00
128,128,88.23,13.73,68.33,979.33,2023-05-12 04:00:00
129,129,88.25,13.8,70.0,978.0,2023-05-12 04:30:00
130,130,88.27,13.87,71.67,976.67,2023-05-12 05:00:00
131,131,88.28,13.93,73.33,975.33,2023-05-12 05:30:00
132,132,88.3,14.0,75.0,974.0,2023-05-12 06:00:00
133,133,88.32,14.05,75.0,974.0,2023-05-12 06:30:00
134,134,88.33,14.1,75.0,974.0,2023-05-12 07:00:00
135,135,88.35,14.15,75.0,974.0,2023-05-12 07:30:00
136,136,88.37,14.2,75.0,974.0,2023-05-12 08:00:00
137,137,88.38,14.25,75.0,974.0,2023-05-12 08:30:00
138,138,88.4,14.3,75.0,974.0,2023-05-12 09:00:00
139,139,88.43,14.35,75.83,973.67,2023-05-12 09:30:00
140,140,88.47,14.4,76.67,973.33,2023-05-12 10:00:00
141,141,88.5,14.45,77.5,973.0,2023-05-12 10:30:00
142,142,88.53,14.5,78.33,972.67,2023-05-12 11:00:00
143,143,88.57,14.55,79.17,972.33,2023-05-12 11:30:00
144,144,88.6,14.6,80.0,972.0,2023-05-12 12:00:00
145,145,88.62,14.63,80.83,971.67,2023-05-12 12:30:00
146,146,88.63,14.67,81.67,971.33,2023-05-12 13:00:00
147,147,88.65,14.7,82.5,971.0,2023-05-12 13:30:00
148,148,88.67,14.73,83.33,970.67,2023-05-12 14:00:00
149,149,88.68,14.77,84.17,970.33,2023-05-12 14:30:00
150,150,88.7,14.8,85.0,970.0,2023-05-12 15:00:00
151,151,88.72,14.85,85.83,969.0,2023-05-12 15:30:00
152,152,88.73,14.9,86.67,968.0,2023-05-12 16:00:00
153,153,88.75,14.95,87.5,967.0,2023-05-12 16:30:00
154,154,88.77,15.0,88.33,966.0,2023-05-12 17:00:00
155,155,88.78,15.05,89.17,965.0,2023-05-12 17:30:00
156,156,88.8,15.1,90.0,964.0,2023-05-12 18:00:00
157,157,88.82,15.12,90.0,964.0,2023-05-12 18:30:00
158,158,88.83,15.13,90.0,964.0,2023-05-12 19:00:00
159,159,88.85,15.15,90.0,964.0,2023-05-12 19:30:00
160,160,88.87,15.17,90.0,964.0,2023-05-12 20:00:00
161,161,88.88,15.18,90.0,964.0,2023-05-12 20:30:00
162,162,88.9,15.2,90.0,964.0,2023-05-12 21:00:00
163,163,88.93,15.23,91.67,962.0,2023-05-12 21:30:00
164,164,88.97,15.27,93.33,960.0,2023-05-12 22:00:00
165,165,89.0,15.3,95.0,958.0,2023-05-12 22:30:00
166,166,89.03,15.33,96.67,956.0,2023-05-12 23:00:00
167,167,89.07,15.37,98.33,954.0,2023-05-12 23:30:00
168,168,89.1,15.4,100.0,952.0,2023-05-13 00:00:00
169,169,89.17,15.45,100.0,952.0,2023-05-13 00:30:00
170,170,89.23,15.5,100.0,952.0,2023-05-13 01:00:00
171,171,89.3,15.55,100.0,952.0,2023-05-13 01:30:00
172,172,89.37,15.6,100.0,952.0,2023-05-13 02:00:00
173,173,89.43,15.65,100.0,952.0,2023-05-13 02:30:00
174,174,89.5,15.7,100.0,952.0,2023-05-13 03:00:00
175,175,89.58,15.75,100.83,951.67,2023-05-13 03:30:00
176,176,89.67,15.8,101.67,951.33,2023-05-13 04:00:00
177,177,89.75,15.85,102.5,951.0,2023-05-13 04:30:00
178,178,89.83,15.9,103.33,950.67,2023-05-13 05:00:00
179,179,89.92,15.95,104.17,950.33,2023-05-13 05:30:00
180,180,90.0,16.0,105.0,950.0,2023-05-13 06:00:00
181,181,90.05,16.07,105.0,950.0,2023-05-13 06:30:00
182,182,90.1,16.13,105.0,950.0,2023-05-13 07:00:00
183,183,90.15,16.2,105.0,950.0,2023-05-13 07:30:00
184,184,90.2,16.27,105.0,950.0,2023-05-13 08:00:00
185,185,90.25,16.33,105.0,950.0,2023-05-13 08:30:00
186,186,90.3,16.4,105.0,950.0,2023-05-13 09:00:00
187,187,90.38,16.48,105.83,949.0,2023-05-13 09:30:00
188,188,90.47,16.57,106.67,948.0,2023-05-13 10:00:00
189,189,90.55,16.65,107.5,947.0,2023-05-13 10:30:00
190,190,90.63,16.73,108.33,946.0,2023-05-13 11:00:00
191,191,90.72,16.82,109.17,945.0,2023-05-13 11:30:00
192,192,90.8,16.9,110.0,944.0,2023-05-13 12:00:00
193,193,90.82,16.98,110.0,944.0,2023-05-13 12:30:00
194,194,90.83,17.07,110.0,944.0,2023-05-13 13:00:00
195,195,90.85,17.15,110.0,944.0,2023-05-13 13:30:00
196,196,90.87,17.23,110.0,944.0,2023-05-13 14:00:00
197,197,90.88,17.32,110.0,944.0,2023-05-13 14:30:00
198,198,90.9,17.4,110.0,944.0,2023-05-13 15:00:00
199,199,90.92,17.48,110.83,943.0,2023-05-13 15:30:00
200,200,90.93,17.57,111.67,942.0,2023-05-13 16:00:00
201,201,90.95,17.65,112.5,941.0,2023-05-13 16:30:00
202,202,90.97,17.73,113.33,940.0,2023-05-13 17:00:00
203,203,90.98,17.82,114.17,939.0,2023-05-13 17:30:00
204,204,91.0,17.9,115.0,938.0,2023-05-13 18:00:00
205,205,91.05,17.97,115.0,938.0,2023-05-13 18:30:00
206,206,91.1,18.03,115.0,938.0,2023-05-13 19:00:00
207,207,91.15,18.1,115.0,938.0,2023-05-13 19:30:00
208,208,91.2,18.17,115.0,938.0,2023-05-13 20:00:00
209,209,91.25,18.23,115.0,938.0,2023-05-13 20:30:00
210,210,91.3,18.3,115.0,938.0,2023-05-13 21:00:00
211,211,91.33,18.37,115.0,938.0,2023-05-13 21:30:00
212,212,91.37,18.43,115.0,938.0,2023-05-13 22:00:00
213,213,91.4,18.5,115.0,938.0,2023-05-13 22:30:00
214,214,91.43,18.57,115.0,938.0,2023-05-13 23:00:00
215,215,91.47,18.63,115.0,938.0,2023-05-13 23:30:00
216,216,91.5,18.7,115.0,938.0,2023-05-14 00:00:00
217,217,91.57,18.8,114.17,939.0,2023-05-14 00:30:00
218,218,91.63,18.9,113.33,940.0,2023-05-14 01:00:00
219,219,91.7,19.0,112.5,941.0,2023-05-14 01:30:00
220,220,91.77,19.1,111.67,942.0,2023-05-14 02:00:00
221,221,91.83,19.2,110.83,943.0,2023-05-14 02:30:00
222,222,91.9,19.3,110.0,944.0,2023-05-14 03:00:00
223,223,92.0,19.4,108.33,945.33,2023-05-14 03:30:00
224,224,92.1,19.5,106.67,946.67,2023-05-14 04:00:00
225,225,92.2,19.6,105.0,948.0,2023-05-14 04:30:00
226,226,92.3,19.7,103.33,949.33,2023-05-14 05:00:00
227,227,92.4,19.8,101.67,950.67,2023-05-14 05:30:00
228,228,92.5,19.9,100.0,952.0,2023-05-14 06:00:00
229,229,92.57,20.0,98.33,954.0,2023-05-14 06:30:00
230,230,92.63,20.1,96.67,956.0,2023-05-14 07:00:00
231,231,92.7,20.2,95.0,958.0,2023-05-14 07:30:00
232,232,92.77,20.3,93.33,960.0,2023-05-14 08:00:00
233,233,92.83,20.4,91.67,962.0,2023-05-14 08:30:00
234,234,92.9,20.5,90.0,964.0,2023-05-14 09:00:00
235,235,92.97,20.6,87.5,965.67,2023-05-14 09:30:00
236,236,93.03,20.7,85.0,967.33,2023-05-14 10:00:00
237,237,93.1,20.8,82.5,969.0,2023-05-14 10:30:00
238,238,93.17,20.9,80.0,970.67,2023-05-14 11:00:00
239,239,93.23,21.0,77.5,972.33,2023-05-14 11:30:00
240,240,93.3,21.1,75.0,974.0,2023-05-14 12:00:00
241,241,93.38,21.22,72.5,975.67,2023-05-14 12:30:00
242,242,93.47,21.33,70.0,977.33,2023-05-14 13:00:00
243,243,93.55,21.45,67.5,979.0,2023-05-14 13:30:00
244,244,93.63,21.57,65.0,980.67,2023-05-14 14:00:00
245,245,93.72,21.68,62.5,982.33,2023-05-14 14:30:00
246,246,93.8,21.8,60.0,984.0,2023-05-14 15:00:00
247,247,93.93,21.95,58.33,985.33,2023-05-14 15:30:00
248,248,94.07,22.1,56.67,986.67,2023-05-14 16:00:00
249,249,94.2,22.25,55.0,988.0,2023-05-14 16:30:00
250,250,94.33,22.4,53.33,989.33,2023-05-14 17:00:00
251,251,94.47,22.55,51.67,990.67,2023-05-14 17:30:00
252,252,94.6,22.7,50.0,992.0,2023-05-14 18:00:00
253,253,94.72,22.83,47.5,992.67,2023-05-14 18:30:00
254,254,94.83,22.97,45.0,993.33,2023-05-14 19:00:00
255,255,94.95,23.1,42.5,994.0,2023-05-14 19:30:00
256,256,95.07,23.23,40.0,994.67,2023-05-14 20:00:00
257,257,95.18,23.37,37.5,995.33,2023-05-14 20:30:00
258,258,95.3,23.5,35.0,996.0,2023-05-14 21:00:00
259,259,95.72,23.57,33.33,996.67,2023-05-14 21:30:00
260,260,96.13,23.63,31.67,997.33,2023-05-14 22:00:00
261,261,96.55,23.7,30.0,998.0,2023-05-14 22:30:00
262,262,96.97,23.77,28.33,998.67,2023-05-14 23:00:00
263,263,97.38,23.83,26.67,999.33,2023-05-14 23:30:00
264,264,97.8,23.9,25.0,1000.0,2023-05-15 00:00:00
